2022-10-21T06:42:06Z,92
2022-10-21T07:25:50Z,92.85
2022-10-21T08:14:14Z,92.63
2022-10-21T08:16:07Z,92.67
2022-10-21T08:17:01Z,92.57
2022-10-21T08:17:14Z,92.57
2022-10-21T08:27:12Z,92.35
2022-10-21T08:28:53Z,92.32
2022-10-21T08:59:40Z,92.63
2022-10-21T09:02:31Z,92.58
2022-10-21T09:05:28Z,92.5
2022-10-21T09:09:26Z,92.3
2022-10-21T09:09:49Z,92.24
2022-10-21T09:10:26Z,92.32
2022-10-21T09:13:59Z,92.35
2022-10-24T07:47:35Z,94.1
2022-10-24T07:51:21Z,94.22
2022-10-24T07:58:08Z,94.24
2022-10-24T08:34:29Z,93.32
2022-10-24T09:54:02Z,93.8
2022-10-24T10:02:17Z,93.9
